batch_date,product_line,raw_material_supplier,shift,batch_size_units,operator,machine_id,planned_cycle_time_min,material_grade,humidity_pct,temperature_c,rush_order
2025-11-20,Line C,Supplier 5,night,1121,Operator 2,Machine 3,34.76,standard,61.4,22.95,true
2025-07-22,Line C,Supplier 3,day,796,Operator 3,Machine 1,21.7,premium,38.93,29.61,false
2024-02-26,Line A,Supplier 5,day,671,Operator 3,Machine 2,30.21,premium,36.76,13.76,false
2024-07-04,Line D,Supplier 2,evening,862,Operator 7,Machine 1,33.67,premium,48.32,11.93,false
2025-01-18,Line A,Supplier 1,evening,207,Operator 7,Machine 5,49.9,standard,63.34,17.89,false
2024-01-13,Line D,Supplier 3,day,1004,Operator 7,Machine 5,27.65,premium,51.88,24.97,false
2024-08-03,Line A,Supplier 1,evening,732,Operator 5,Machine 5,14.43,standard,52.42,29.08,false
2024-01-01,Line C,Supplier 4,day,1084,Operator 2,Machine 4,31.11,premium,63.04,25.2,false
2025-09-21,Line D,Supplier 3,day,577,Operator 6,Machine 5,18.07,premium,47.21,23.68,false
2025-07-31,Line A,Supplier 3,evening,622,Operator 1,Machine 5,32.92,premium,47.2,21.94,false
2024-10-25,Line A,Supplier 2,night,855,Operator 6,Machine 2,26.9,premium,39.97,16.06,false
2025-12-10,Line D,Supplier 4,night,50,Operator 2,Machine 5,33.99,premium,41.41,31.1,true
2025-08-11,Line A,Supplier 1,day,916,Operator 3,Machine 4,27.27,premium,52.16,24.17,false
2024-12-25,Line A,Supplier 4,evening,567,Operator 4,Machine 4,27.3,premium,46.82,11.95,true
2025-02-15,Line B,Supplier 2,day,292,Operator 8,Machine 5,20.14,premium,57.54,16.3,false
2024-03-16,Line B,Supplier 1,evening,905,Operator 2,Machine 4,25.49,premium,27.46,27.0,true
2025-05-10,Line A,Supplier 2,day,516,Operator 7,Machine 6,36.79,premium,56.67,32.03,false
2024-02-28,Line B,Supplier 2,night,643,Operator 4,Machine 4,24.2,standard,53.14,21.07,true
2025-10-13,Line A,Supplier 1,evening,670,Operator 8,Machine 2,25.65,premium,30.64,18.03,false
2024-08-29,Line A,Supplier 1,day,354,Operator 6,Machine 2,24.0,standard,54.69,23.8,true
2024-04-01,Line B,Supplier 2,day,691,Operator 6,Machine 1,20.77,premium,37.55,29.68,false
2024-01-26,Line A,Supplier 2,night,1030,Operator 2,Machine 5,32.82,standard,69.58,19.99,false
2025-04-22,Line D,Supplier 3,day,145,Operator 8,Machine 1,67.18,premium,55.05,23.14,false
2024-06-14,Line C,Supplier 3,evening,716,Operator 5,Machine 6,37.23,standard,63.55,20.3,false
2024-10-07,Line D,Supplier 1,night,122,Operator 8,Machine 5,25.83,premium,44.2,18.01,false
2025-02-17,Line B,Supplier 4,night,1209,Operator 2,Machine 6,44.66,premium,30.64,22.94,true
2025-11-30,Line D,Supplier 2,evening,1062,Operator 6,Machine 6,35.14,premium,43.39,29.71,false
2025-08-28,Line A,Supplier 5,evening,1096,Operator 3,Machine 6,60.85,premium,32.43,13.46,true
2024-04-17,Line B,Supplier 1,evening,496,Operator 6,Machine 3,51.79,standard,64.04,31.68,true
2025-07-29,Line A,Supplier 4,evening,454,Operator 2,Machine 2,26.64,premium,24.23,11.35,false
2025-01-12,Line B,Supplier 3,evening,694,Operator 3,Machine 4,47.36,premium,62.18,26.05,true
2025-07-14,Line A,Supplier 1,day,973,Operator 2,Machine 3,22.84,premium,26.02,10.26,false
2025-09-01,Line C,Supplier 5,day,674,Operator 2,Machine 5,25.5,premium,47.93,18.86,false
2025-03-12,Line C,Supplier 3,night,695,Operator 8,Machine 2,36.94,premium,40.96,18.21,false
2024-11-28,Line B,Supplier 4,day,469,Operator 7,Machine 3,38.81,premium,49.11,16.81,false
2025-06-20,Line A,Supplier 2,day,1027,Operator 2,Machine 2,31.65,standard,51.17,12.31,false
2024-07-04,Line A,Supplier 4,evening,804,Operator 2,Machine 3,41.14,standard,60.0,17.95,false
2024-01-01,Line D,Supplier 1,evening,344,Operator 5,Machine 4,51.67,premium,47.63,15.85,false
2024-12-22,Line B,Supplier 3,night,50,Operator 5,Machine 5,9.48,standard,55.53,27.67,true
2024-01-26,Line D,Supplier 1,day,803,Operator 3,Machine 4,41.7,premium,37.8,20.97,false
2024-08-06,Line A,Supplier 4,night,395,Operator 3,Machine 6,42.32,premium,30.4,23.47,false
2024-12-07,Line C,Supplier 5,day,1141,Operator 2,Machine 1,41.23,premium,67.36,11.76,false
2024-01-30,Line D,Supplier 1,evening,664,Operator 5,Machine 4,40.3,standard,62.65,32.51,false
2024-10-06,Line A,Supplier 5,evening,288,Operator 6,Machine 5,40.35,premium,59.72,27.11,false
2024-08-24,Line C,Supplier 5,night,582,Operator 6,Machine 5,27.04,standard,51.25,27.13,false
2024-08-15,Line A,Supplier 1,evening,50,Operator 4,Machine 5,21.07,premium,35.24,14.91,false
2024-04-09,Line B,Supplier 4,night,185,Operator 7,Machine 5,31.32,premium,32.73,31.53,false
2025-11-10,Line D,Supplier 4,day,732,Operator 3,Machine 2,28.08,premium,26.62,17.25,false
2025-11-30,Line D,Supplier 5,day,890,Operator 8,Machine 6,29.59,premium,33.56,19.33,false
2025-07-21,Line A,Supplier 1,night,501,Operator 3,Machine 6,43.65,standard,54.87,18.08,false
2024-01-18,Line B,Supplier 3,evening,625,Operator 6,Machine 5,40.17,premium,25.31,23.34,true
2025-10-01,Line C,Supplier 1,night,423,Operator 2,Machine 5,53.83,premium,40.04,24.8,false
2025-11-18,Line B,Supplier 2,night,566,Operator 5,Machine 5,36.69,premium,38.99,20.82,false
2025-01-30,Line D,Supplier 4,evening,424,Operator 5,Machine 1,42.49,premium,33.93,22.24,false
2024-01-27,Line D,Supplier 4,night,535,Operator 2,Machine 1,29.76,premium,62.57,21.5,true
2025-05-11,Line B,Supplier 1,evening,1062,Operator 2,Machine 6,21.44,premium,52.39,24.79,true
2025-08-03,Line D,Supplier 4,day,918,Operator 1,Machine 2,28.04,premium,49.96,22.25,true
2024-12-06,Line B,Supplier 3,day,500,Operator 2,Machine 2,9.98,standard,60.27,35.74,false
2025-11-08,Line D,Supplier 5,evening,912,Operator 2,Machine 1,42.86,premium,44.09,21.21,false
2025-12-16,Line C,Supplier 3,evening,549,Operator 7,Machine 2,15.13,premium,47.24,16.73,false
2024-07-25,Line B,Supplier 1,night,466,Operator 3,Machine 2,39.57,standard,61.45,14.7,true
2024-01-27,Line A,Supplier 1,day,730,Operator 8,Machine 2,53.42,premium,55.06,26.69,false
2024-06-25,Line D,Supplier 2,evening,363,Operator 4,Machine 4,34.47,premium,39.98,15.7,false
2024-07-14,Line B,Supplier 5,evening,140,Operator 5,Machine 2,44.18,standard,39.49,23.4,true
2025-07-16,Line C,Supplier 1,night,1106,Operator 2,Machine 6,24.68,premium,51.26,22.87,false
2025-07-30,Line C,Supplier 4,evening,426,Operator 1,Machine 5,59.87,standard,58.75,22.75,false
2025-06-17,Line D,Supplier 5,day,862,Operator 2,Machine 3,40.21,premium,33.26,35.07,false
2024-03-22,Line A,Supplier 4,day,602,Operator 5,Machine 3,44.08,standard,63.94,13.63,false
2024-10-04,Line C,Supplier 3,day,841,Operator 4,Machine 4,33.52,standard,67.86,29.01,false
2024-05-04,Line D,Supplier 3,night,489,Operator 3,Machine 3,34.06,standard,55.25,9.08,false
2024-11-02,Line B,Supplier 3,day,716,Operator 8,Machine 3,11.26,standard,64.14,14.16,false
2025-05-31,Line B,Supplier 4,day,226,Operator 4,Machine 5,29.72,premium,38.82,8.74,false
2025-04-01,Line B,Supplier 5,night,198,Operator 5,Machine 5,35.96,standard,63.15,11.68,true
2024-10-31,Line A,Supplier 1,night,369,Operator 6,Machine 4,31.49,standard,68.02,16.69,true
2024-12-08,Line B,Supplier 3,evening,1173,Operator 1,Machine 6,19.13,premium,26.06,15.62,false
2025-08-14,Line A,Supplier 5,night,958,Operator 8,Machine 2,32.04,premium,37.63,21.67,false
2025-06-18,Line B,Supplier 2,evening,530,Operator 1,Machine 3,50.92,premium,58.7,16.56,false
2025-01-09,Line D,Supplier 5,day,530,Operator 2,Machine 2,21.66,standard,53.03,6.04,false
2025-06-03,Line A,Supplier 2,night,1229,Operator 2,Machine 4,24.5,premium,42.21,19.68,false
2024-04-20,Line B,Supplier 5,evening,925,Operator 6,Machine 4,56.13,premium,46.7,31.79,false
2025-02-16,Line A,Supplier 5,night,693,Operator 7,Machine 1,35.7,premium,51.95,21.33,true
2025-07-07,Line D,Supplier 5,day,466,Operator 6,Machine 6,28.67,premium,46.6,27.89,false
2025-06-30,Line A,Supplier 1,evening,551,Operator 2,Machine 2,37.05,premium,69.22,19.41,false
2025-08-14,Line C,Supplier 3,night,791,Operator 2,Machine 2,34.57,standard,62.26,28.62,true
2025-10-11,Line C,Supplier 4,day,563,Operator 3,Machine 2,54.87,premium,42.32,22.18,false
2024-09-04,Line A,Supplier 3,night,510,Operator 1,Machine 3,37.48,premium,37.67,9.3,false
2024-07-14,Line D,Supplier 4,day,661,Operator 6,Machine 6,11.87,premium,51.0,12.71,true
2025-04-01,Line C,Supplier 3,day,449,Operator 1,Machine 6,42.02,standard,60.66,31.13,true
2025-05-23,Line D,Supplier 3,day,916,Operator 5,Machine 4,19.13,premium,42.59,16.85,false
2024-01-02,Line D,Supplier 3,day,733,Operator 4,Machine 3,49.61,premium,41.89,22.08,false
2024-08-10,Line B,Supplier 1,evening,518,Operator 7,Machine 6,21.2,premium,53.07,22.76,true
2025-10-12,Line B,Supplier 4,night,1127,Operator 2,Machine 4,35.16,premium,62.7,15.82,false
2025-03-29,Line B,Supplier 1,evening,703,Operator 7,Machine 3,43.25,standard,59.36,26.66,true
2025-03-21,Line D,Supplier 3,day,811,Operator 8,Machine 6,32.21,premium,59.51,16.89,false
2024-04-13,Line B,Supplier 1,night,743,Operator 3,Machine 2,39.75,premium,39.53,13.64,false
2025-12-16,Line A,Supplier 1,night,610,Operator 5,Machine 4,33.27,standard,85.52,27.72,false
2025-11-16,Line C,Supplier 2,night,923,Operator 7,Machine 5,30.12,standard,66.52,17.94,false
2024-01-09,Line C,Supplier 2,day,226,Operator 1,Machine 6,34.3,premium,49.83,26.3,false
2025-04-28,Line B,Supplier 5,evening,363,Operator 1,Machine 5,22.23,standard,66.98,33.15,false
2025-01-24,Line A,Supplier 3,night,483,Operator 7,Machine 4,18.01,premium,70.27,17.89,false
2025-04-19,Line B,Supplier 2,evening,738,Operator 5,Machine 5,28.75,premium,49.75,14.6,false
2025-05-02,Line D,Supplier 1,evening,1527,Operator 2,Machine 3,26.6,standard,70.63,14.83,false
2024-10-01,Line B,Supplier 1,evening,636,Operator 5,Machine 6,24.9,premium,21.24,22.1,false
2024-05-01,Line B,Supplier 4,night,443,Operator 7,Machine 6,35.62,premium,44.87,20.95,true
2024-02-17,Line C,Supplier 3,evening,1017,Operator 6,Machine 1,28.48,standard,61.55,19.52,false
2025-07-25,Line D,Supplier 5,day,778,Operator 2,Machine 6,48.89,premium,47.22,24.71,false
2025-11-20,Line A,Supplier 5,night,55,Operator 5,Machine 5,36.63,premium,21.54,9.73,false
2024-05-06,Line B,Supplier 4,day,645,Operator 2,Machine 1,30.26,premium,42.08,19.21,false
2025-12-31,Line C,Supplier 1,evening,611,Operator 8,Machine 3,38.86,premium,30.54,17.36,false
2024-06-01,Line A,Supplier 5,evening,709,Operator 5,Machine 1,36.55,premium,45.46,16.52,false
2024-01-25,Line C,Supplier 3,night,683,Operator 6,Machine 5,19.67,standard,52.05,26.66,false
2024-10-09,Line D,Supplier 5,day,798,Operator 5,Machine 5,13.34,premium,26.33,24.45,false
2024-06-02,Line B,Supplier 4,day,952,Operator 8,Machine 5,31.57,premium,48.24,28.66,false
2024-10-17,Line D,Supplier 2,day,287,Operator 5,Machine 5,34.93,standard,49.57,15.83,false
2025-06-02,Line A,Supplier 4,night,622,Operator 1,Machine 4,46.64,standard,51.55,23.38,true
2024-06-10,Line D,Supplier 5,day,1024,Operator 6,Machine 1,36.72,standard,56.75,14.69,false
2025-07-09,Line C,Supplier 3,day,511,Operator 6,Machine 2,19.42,standard,60.07,19.53,false
2025-05-18,Line A,Supplier 4,evening,1327,Operator 2,Machine 5,48.71,premium,29.95,27.12,false
2025-04-08,Line B,Supplier 1,night,595,Operator 8,Machine 1,56.16,premium,62.02,21.28,true
2024-01-16,Line C,Supplier 5,day,508,Operator 8,Machine 3,25.37,premium,40.72,24.59,false
2024-11-03,Line C,Supplier 4,night,168,Operator 4,Machine 5,47.12,premium,35.19,27.38,false
2024-10-10,Line B,Supplier 3,day,742,Operator 6,Machine 2,20.5,standard,54.31,13.66,false
2024-11-01,Line B,Supplier 2,night,386,Operator 1,Machine 3,40.86,premium,35.96,15.4,false
2024-06-04,Line C,Supplier 5,evening,468,Operator 5,Machine 6,55.52,premium,21.75,20.16,false
2024-09-26,Line D,Supplier 5,night,271,Operator 5,Machine 5,54.13,standard,59.03,16.51,false
2025-12-05,Line C,Supplier 3,day,298,Operator 7,Machine 5,30.48,standard,85.31,35.52,false
2024-01-16,Line B,Supplier 4,day,526,Operator 5,Machine 2,28.85,premium,44.06,21.32,false
2025-10-18,Line A,Supplier 1,day,1542,Operator 2,Machine 1,30.11,premium,45.13,22.99,false
2024-09-23,Line D,Supplier 3,night,976,Operator 2,Machine 4,16.72,standard,79.53,27.17,false
2024-01-01,Line B,Supplier 5,day,944,Operator 7,Machine 3,47.46,premium,36.83,19.47,false
2025-04-19,Line D,Supplier 3,day,877,Operator 5,Machine 6,13.22,premium,48.45,11.4,false
2024-05-25,Line C,Supplier 4,day,313,Operator 3,Machine 2,42.35,standard,50.47,12.8,false
2024-05-29,Line C,Supplier 1,night,632,Operator 7,Machine 4,38.96,standard,54.02,21.57,false
2025-05-25,Line B,Supplier 1,evening,678,Operator 1,Machine 6,25.96,premium,29.34,18.29,false
2025-03-03,Line C,Supplier 3,day,592,Operator 3,Machine 1,13.74,premium,38.86,30.02,false
2024-09-13,Line D,Supplier 4,day,833,Operator 4,Machine 2,37.31,standard,63.34,26.69,true
2025-10-05,Line C,Supplier 3,day,391,Operator 3,Machine 3,19.34,premium,76.99,14.35,false
2025-11-02,Line A,Supplier 3,evening,471,Operator 6,Machine 5,46.56,premium,40.96,19.06,true
2025-03-15,Line C,Supplier 3,night,402,Operator 5,Machine 5,54.47,premium,40.54,14.81,false
2025-09-08,Line B,Supplier 3,night,1227,Operator 2,Machine 5,63.57,standard,63.43,11.76,true
2024-05-11,Line C,Supplier 2,night,50,Operator 4,Machine 5,56.56,premium,39.3,19.05,false
2024-05-16,Line A,Supplier 4,day,239,Operator 7,Machine 6,29.59,standard,56.39,17.12,false
2025-03-07,Line A,Supplier 1,day,652,Operator 8,Machine 5,54.76,premium,56.66,22.7,false
2025-11-07,Line C,Supplier 2,night,866,Operator 8,Machine 1,49.07,premium,59.45,20.16,false
2024-10-03,Line B,Supplier 2,day,1290,Operator 7,Machine 2,16.9,standard,54.24,22.62,false
2025-04-06,Line B,Supplier 2,day,160,Operator 4,Machine 6,17.22,premium,57.47,18.58,false
2025-12-17,Line A,Supplier 5,night,1026,Operator 2,Machine 5,24.93,standard,86.27,25.71,false
2025-05-23,Line A,Supplier 2,evening,939,Operator 6,Machine 5,38.96,premium,70.6,31.28,true
2025-12-10,Line D,Supplier 2,day,1543,Operator 4,Machine 6,28.07,standard,50.85,13.77,false
2025-04-22,Line B,Supplier 4,evening,165,Operator 2,Machine 5,28.62,premium,58.9,29.87,false
2024-09-23,Line C,Supplier 1,night,741,Operator 7,Machine 1,40.4,standard,71.39,26.0,false
2024-02-21,Line B,Supplier 1,night,618,Operator 6,Machine 4,31.61,premium,49.27,19.16,false
2024-06-05,Line B,Supplier 3,evening,645,Operator 8,Machine 1,9.64,standard,80.77,23.77,false
2025-01-05,Line A,Supplier 1,day,1006,Operator 2,Machine 3,40.73,standard,61.57,21.27,false
2025-01-08,Line B,Supplier 3,evening,234,Operator 8,Machine 5,31.7,premium,20.0,23.93,false
2025-02-03,Line D,Supplier 2,night,240,Operator 8,Machine 6,26.26,premium,81.4,23.66,true
2025-07-21,Line B,Supplier 3,day,971,Operator 2,Machine 1,30.96,premium,20.0,18.35,true
2025-04-01,Line A,Supplier 2,evening,481,Operator 8,Machine 6,19.29,premium,41.69,15.27,false
2025-08-19,Line A,Supplier 3,night,717,Operator 4,Machine 2,17.86,standard,49.93,31.0,false
2025-01-06,Line A,Supplier 5,evening,715,Operator 3,Machine 1,53.51,premium,71.84,21.05,false
2025-06-04,Line B,Supplier 2,night,126,Operator 8,Machine 3,50.94,standard,59.0,23.44,true
2025-06-29,Line D,Supplier 3,evening,1277,Operator 2,Machine 3,59.6,premium,41.67,5.93,false
2025-02-24,Line C,Supplier 5,day,1131,Operator 5,Machine 4,40.96,premium,53.67,21.85,false
2024-09-01,Line D,Supplier 1,night,1132,Operator 2,Machine 1,21.07,premium,26.07,25.43,true
2024-02-28,Line B,Supplier 5,day,340,Operator 6,Machine 2,41.05,premium,46.12,27.05,false
2024-10-28,Line D,Supplier 1,night,448,Operator 4,Machine 3,23.71,premium,47.44,9.35,false
2025-12-13,Line D,Supplier 1,night,1141,Operator 4,Machine 4,25.73,standard,87.9,22.23,false
2024-03-18,Line B,Supplier 4,day,324,Operator 5,Machine 3,51.45,premium,30.21,23.99,false
2024-08-19,Line B,Supplier 4,evening,1017,Operator 3,Machine 4,26.16,standard,74.11,23.31,false
2025-03-21,Line A,Supplier 2,night,1783,Operator 2,Machine 4,32.7,standard,54.41,20.94,true
2024-10-21,Line B,Supplier 3,night,1002,Operator 2,Machine 4,5.18,standard,57.65,24.1,false
2025-12-26,Line C,Supplier 4,night,197,Operator 7,Machine 5,30.1,premium,30.84,21.44,true
2024-10-29,Line A,Supplier 2,evening,980,Operator 2,Machine 6,33.61,premium,57.86,25.05,true
2025-10-17,Line D,Supplier 4,day,573,Operator 3,Machine 1,30.49,premium,51.22,31.28,false
2024-09-05,Line D,Supplier 2,night,258,Operator 8,Machine 5,29.17,premium,46.4,20.55,false
2024-02-19,Line A,Supplier 3,evening,824,Operator 4,Machine 4,8.82,premium,85.49,30.56,true
2024-11-21,Line B,Supplier 5,night,489,Operator 4,Machine 4,38.21,standard,55.34,17.27,true
2025-10-03,Line B,Supplier 1,night,1071,Operator 2,Machine 4,41.96,premium,42.83,22.07,true
2025-09-20,Line C,Supplier 2,evening,85,Operator 7,Machine 5,33.58,premium,44.53,24.58,false
2024-09-24,Line C,Supplier 5,evening,664,Operator 8,Machine 2,21.55,premium,59.29,24.33,false
2024-01-10,Line B,Supplier 5,night,50,Operator 7,Machine 5,22.33,premium,47.91,29.04,false
2024-03-25,Line B,Supplier 1,evening,906,Operator 2,Machine 2,33.78,standard,53.88,24.64,false
2024-04-27,Line B,Supplier 3,night,1040,Operator 6,Machine 4,17.31,standard,53.94,28.1,true
2024-12-05,Line B,Supplier 3,evening,1045,Operator 8,Machine 5,19.08,standard,57.11,2.25,false
2025-11-08,Line B,Supplier 3,night,604,Operator 6,Machine 1,27.42,premium,45.56,23.48,true
2025-10-11,Line A,Supplier 3,night,544,Operator 7,Machine 5,41.52,premium,32.32,9.15,true
2024-02-12,Line A,Supplier 3,night,806,Operator 3,Machine 5,5.0,premium,43.28,20.17,false
2025-03-06,Line D,Supplier 1,evening,50,Operator 5,Machine 5,35.59,premium,40.85,29.8,false
2025-09-28,Line D,Supplier 2,day,465,Operator 6,Machine 6,31.79,standard,59.74,18.92,false
2025-11-30,Line A,Supplier 3,day,839,Operator 5,Machine 3,45.73,standard,62.03,15.93,false
2025-03-22,Line D,Supplier 5,evening,398,Operator 1,Machine 4,33.41,standard,67.05,26.98,false
2024-05-07,Line B,Supplier 2,day,1082,Operator 2,Machine 6,34.06,premium,43.01,17.46,false
2024-10-06,Line A,Supplier 5,night,50,Operator 3,Machine 2,26.55,premium,66.79,8.49,false
2024-09-09,Line C,Supplier 5,day,419,Operator 8,Machine 3,34.51,standard,64.6,23.67,false
2025-11-20,Line D,Supplier 3,night,726,Operator 8,Machine 2,11.74,standard,56.47,21.67,false
2024-04-27,Line A,Supplier 4,night,740,Operator 6,Machine 4,24.94,standard,71.84,15.67,false
2025-09-12,Line B,Supplier 1,day,183,Operator 7,Machine 4,32.89,premium,43.6,36.24,false
2024-08-08,Line B,Supplier 1,night,690,Operator 8,Machine 5,28.58,premium,42.39,21.9,false
2024-02-21,Line C,Supplier 5,night,489,Operator 8,Machine 1,35.94,premium,30.03,21.14,true
2025-04-26,Line D,Supplier 3,night,1101,Operator 5,Machine 4,26.4,premium,54.94,23.96,false
2025-03-21,Line A,Supplier 3,day,478,Operator 5,Machine 2,44.32,premium,41.74,39.68,false
2024-02-20,Line A,Supplier 3,day,293,Operator 2,Machine 5,20.89,premium,45.58,18.93,false
2024-12-12,Line D,Supplier 5,day,521,Operator 7,Machine 6,29.46,standard,57.44,27.97,false
2025-10-16,Line C,Supplier 1,night,507,Operator 5,Machine 4,31.04,premium,64.48,23.01,true
2025-07-06,Line A,Supplier 3,day,837,Operator 4,Machine 2,12.81,standard,70.53,20.98,false
2025-01-24,Line A,Supplier 1,day,711,Operator 4,Machine 4,36.78,premium,41.47,19.86,true
2024-04-28,Line D,Supplier 3,day,670,Operator 8,Machine 3,11.22,standard,34.31,23.51,false
2025-06-14,Line D,Supplier 2,night,710,Operator 1,Machine 1,51.25,premium,39.98,23.86,true
2024-03-07,Line B,Supplier 3,evening,827,Operator 5,Machine 1,22.35,premium,45.34,19.5,false
2024-05-03,Line D,Supplier 5,day,451,Operator 7,Machine 4,36.79,premium,45.03,26.45,false
2025-12-09,Line C,Supplier 5,night,663,Operator 4,Machine 6,45.31,premium,46.5,33.19,false
2025-12-06,Line D,Supplier 1,night,790,Operator 8,Machine 5,55.78,standard,58.54,25.04,true
2025-06-16,Line A,Supplier 1,night,454,Operator 7,Machine 2,35.09,premium,29.43,16.43,false
2024-09-11,Line A,Supplier 3,night,996,Operator 3,Machine 4,28.51,premium,25.19,15.58,false
2024-03-26,Line A,Supplier 2,evening,1176,Operator 6,Machine 2,35.1,standard,51.26,30.17,false
2024-09-12,Line C,Supplier 3,night,497,Operator 5,Machine 6,23.04,premium,36.33,17.66,true
2025-11-04,Line C,Supplier 5,night,50,Operator 3,Machine 2,26.07,standard,72.79,20.15,true
2024-03-13,Line C,Supplier 5,evening,896,Operator 3,Machine 5,36.62,premium,45.85,28.09,true
2025-03-17,Line A,Supplier 2,day,845,Operator 3,Machine 2,31.7,premium,51.17,23.92,false
2025-01-01,Line C,Supplier 4,day,461,Operator 8,Machine 1,21.35,premium,42.7,23.54,false
2025-08-25,Line D,Supplier 3,day,342,Operator 6,Machine 2,10.66,premium,38.25,24.48,false
2024-08-06,Line B,Supplier 4,day,360,Operator 7,Machine 4,22.98,premium,29.26,29.89,false
